3044	Expansion	The restructuring program is designed to increase the company's tangible capital ratio.	It includes removing $242 million in good will from the books, issuing $150 million in preferred stock and commencing an exchange offer for $52 million in convertible bonds.
3045	Contingency	Shea & Gould held a number of discussions with the five partners during the past few weeks	to get them to stay
3046	Contingency	Los Angeles Mayor Tom Bradley used the opportunity to push the City Council harder to pass a measure establishing a loss-recovery reserve of $100 million.	The amount would help Los Angeles cope in the first few weeks after its own anticipated quake,
3047	Expansion	when its anti-Western ideology, financial corruption and top leadership got out of hand.	The personal antics of agency Director Amadou-Mahtar M'Bow drew much attention, such as when several of his top aides were uncovered as KGB plants and ejected from France and when a mysterious office fire was set just before Congress sent accountants to trace U.S. funds.
3048	Contingency	The pilots' insistence on majority ownership also may make the idea of a recapitalization difficult to achieve.	Who wants to be a public shareholder investing in a company controlled by the pilots' union?
3049	Expansion	"The end of the first half, however, brought what the standing-room-only crowd seemed to be waiting for: the pop singer Judy Collins, who appears on ""Inner Voices."	"Glamorous and pure-voiced as ever, Ms. Collins sang Joni Mitchell's ""For Free"" -- about an encounter with a street-corner clarinetist, to which Mr. Stoltzman contributed a clarinet obligatto -- and Mr. Douglas's lush setting of a Gaelic blessing, ""Deep Peace."
3050	Contingency	New York State Comptroller Edward Regan predicts a $1.3 billion budget gap for the city's next fiscal year, a gap that could grow if there is a recession.	If elected, Mr. Dinkins will probably have no choice but to raise taxes on overburdened businesses or cut spending in already under-serviced neighborhoods.
3051	Expansion	and put himself through the University of Pittsburgh Law School.	He graduated near the top of his class, serving on the school law review with Richard Thornburgh,
3052	Comparison	"Mr. Schwartz, the puckish planner from Englewood, Colo., says that allowing the business to police itself would be ""like putting Dracula in charge of the blood bank."	Mr. Gargan, the Tampa planner who heads one trade group, favors simply assessing the industry and giving the money to the SEC to hire more staff.
3053	Contingency	Mr. Palmero recommends Temple-Inland,	"that it is ""virtually the sole major paper company not undergoing a major capacity expansion,"" and thus should be able to lower long-term debt substantially next year."
3054	Contingency	The company dispatched as many as 200 people in the San Francisco area	to do the work,
3055	Temporal	but the session ended shortly thereafter, leaving the stock market set up for more sell programs,	By Monday morning, stock-index arbitrage sell programs helped re-establish the link between stocks and futures.
3056	Comparison	With all the votes counted, a government spokesman said Prime Minister Gonzalez's party won 176 seats in the 350-seat Cortes, or lower house of parliament.	The Socialists held 184 seats going into the balloting.
3057	Comparison	the share issue is part of a strategy to strengthen Labatt's balance sheet in anticipation of acquisitions to be made during the next 12 to 18 months.	Labatt's has no takeover bids outstanding currently,
3058	Comparison	"Ingersoll President Robert M. Jelenic said in a statement that the company is ""delighted by the conclusion of the Goodson relationship"" and will be able to ""concentrate all our energies"" on Ingersoll's own papers."	"Mr. Goodson, in his own statement, was less upbeat, saying ""unfortunately over the past few years, it has become increasingly clear that Ralph and I have different agendas,"" and that he feels ""more comfortable with a management team whose sole interest and responsibility is in the Goodson papers."
3059	Temporal	took the five toxin genes	and triggered a mutation in the one gene that caused virulence.
3060	Contingency	can handle very large amounts of data	and make it far easier to edit film clips or audio recordings with a computer.
3061	Expansion	Wisely Ms. Bogart has kept Gorky's time and place intact.	Despite the absence of samovars (and a tendency to turn the furniture upside down), the production is rich in Russian ennui voiced by languorous folk sporting beige linen and rumpled cotton, with boaters and fishing poles aplenty.
3062	Comparison	"Low P-E"" stocks, vastly outperform others ""during a recession or bear market."	In good times, they lag a bit,
3063	Temporal	opened near Monday's close,	tried to rally but failed,
3064	Expansion	December silver was off 3.7 cents an ounce at $5.2830.	January platinum rose 90 cents an ounce at $500.20.
3065	Contingency	"The glib emotional style Mr. Goldberg has perfected on television's ""Family Ties"" doesn't benefit from magnification."	His characters practically scamper through a vast range of human emotions, like travelers doing 10 cities in eight days.
3066	Expansion	European portion of $700 million via Yamaichi International Europe Ltd.	Asian portion of $100 million via Yamatane Securities Europe Ltd.
3067	Comparison	Nearly half of them argue that Hong Kong's uneasy relationship with China will constrain -- though not inhibit -- long-term economic growth.	The rest are split roughly between optimists who expect Hong Kong to hum along as before and pessimists who foresee irreparable chaos.
3068	Contingency	The shift won't affect operations.	As part of its restructuring several years ago, Exxon moved most of those out of the city and sold its 53-floor Rockefeller Center skyscraper to a Japanese company.
3069	Contingency	Golden Nugget, Drexel Burnham Lambert Inc. 's first casino client, has borrowed on more than $600 million worth of mortgage notes,	to build the Mirage.
3070	Contingency	The owners, William and Margie Hammack, are luckier than many others.	A few years ago, Mrs. Hammack insisted on buying earthquake insurance for this house,
3071	Temporal	discovered a 75-cent discrepancy in the charges made to various departments for computer time	"and traced it to a user named ""Hunter,"" who had no valid billing address."
3072	Expansion	Now it offers richer commissions to lure a broker a week.	Interstate/Johnson Lane Inc. this year adds 70 people -- 60 of them in retail -- to its 1,300-member staff.
3073	Expansion	In the U.S., radiation limits are set and monitored by the Nuclear Regulatory Commission,	The agency is working on licensing importers
3074	Contingency	The government is funding several projects	to push PC use.
3075	Contingency	Slick graphics, pre-tested for effectiveness, also play a major role in Litigation Sciences' operation.	that people absorb information better and remember it longer if they receive it visually.
3076	Expansion	Mr. Falls, the Goodman's artistic director, took a recent adaptation by Neil Bartlett and significantly adapted it.	Mr. Bartlett had slimmed Moliere's cast of characters to six and set them in the London media world of Thatcherite Britain. Mr. Falls transfers the setting to Hollywood, and transforms the characters into what passes for aristocracy there -- agents, producers, actors, writers and sycophants.
3077	Comparison	the joint venture with Mr. Lang wasn't a good one.	The venture, formed in 1986, was supposed to be Time's low-cost, safe entry into women's magazines.
3078	Temporal	Winnebago Industries slid 5/8 to 5 1/4.	The company, which reported that its loss for the fiscal quarter ended Aug. 26 widened from a year earlier, cut its semiannual dividend in half in response to the earnings weakness.
3079	Expansion	Their motivation, however, has a strong practical aspect: Program trading is hazardous to their paychecks.	"The most controversial form of program trading, stock-index arbitrage, is ""making it tough for traders to make money,"
3080	Contingency	grow	and boost stock prices.
3081	Contingency	At that point investors may face a long, bumpy ride.	A victor in the fight for Jaguar may not emerge until after the expiration late next year of British government takeover restrictions.
3082	Expansion	The stores they work for may be sold.	What that will mean for manufacturers is anybody's guess.
3083	Expansion	Consider, for example, what happened to Maxwell House coffee.	The Kraft General Foods brand stopped advertising for about a year in 1987 and gave up several market share points and its leadership position in the coffee business.
3084	Expansion	"The threat of bankruptcy is a legitimate tool"" to extract money from KKR,"	This could be the first major bankruptcy-law proceeding for KKR,
3085	Contingency	But Capital Supervisors sold the last of its H&R Block holdings earlier this year.	They're thrashing around for diversification,
3086	Comparison	they sold a home for a profit without reinvesting the capital gain in another home by the end of the same year;	the gain must be rolled over within two years to defer tax.
3087	Expansion	LONG-TERM care insurance gains favor.	More than half the people surveyed for the Employee Benefit Research Institute say they would be willing and able to pick up most of the cost of the coverage.
3088	Expansion	Computer makers were scrambling to help customers recover from the disaster.	Digital Equipment has set up disaster-recovery response centers in Dallas, Atlanta and Colorado Springs, Colo.
3089	Comparison	Just after Hurricane Hugo battered South Carolina, some officials talked of perhaps adding a penny to the state gasoline tax or raising property taxes.	"Gov. Campbell responded, ""They're mentioning rope when there's been a hanging in the family."
3090	Expansion	U.S. GNP rose at an annual rate of 2.5% in the third quarter.	The implicit price deflator, a measure of inflation, was down to a 2.9% annual rate of increase in the quarter from a 4.6% rate of gain in the second quarter.
3091	Expansion	"We continue to believe the position we've taken is reasonable,"" a Morgan Stanley official said. ""We would stop index arbitrage when the market is under stress, and we have recently,"" he said, citing Oct. 13 and earlier this week."	"Michael Carpenter, president and chief executive officer at Kidder Peabody, said in a recent interview, ""We don't think that index arbitrage has a negative impact on the market as a whole."
3092	Expansion	Amoco rose 1/8 to 47;	Texaco was unchanged at 51 3/4,
3093	Expansion	the title of his speech was to make his point that Americans have rights as individuals, not as members of certain select groups.	"His speech criticized the ""idiocy of notions of protected groups in society"" as opposed to individual equality"
3094	Comparison	because they are so much less expensive to produce than an entertainment show is -- somewhere between $400,000 and $500,000 for a one-hour program.	Entertainment shows tend to cost twice that.
3095	Comparison	The Tokyo Stock Price Index of all issues listed in the First Section, which fell 15.82 points Friday, was down 5.16 points, or 0.19%, at 2676.60.	The Second Section index, which fell 36.87 points Friday, was down 21.44 points, or 0.59%, to close at 3636.06.
3096	Contingency	It also saves money.	Because patients require less attention from nurses and other staff, room charges are lower
3097	Expansion	Some 60% of the survey respondents said they would buy anti-lock brakes even if they carry a medium or high price tag.	More than 50% felt the same way about air bags.
3098	Contingency	"In November 1987, Sotheby's essentially offered a Wall Street-style ""bridge loan"" of about $27 million to Australian businessman Alan Bond"	"to enable him to purchase Vincent van Gogh's ""Irises"" for $53.9 million."
3099	Contingency	The defensive options are limited,	"Who would bid against Paribas?"""
3100	Temporal	To confirm Mr. Guy's identification, Sotheby's and IFAR exchanged photos by fax, and the waiting man, apparently innocent of knowledge that the kylix was stolen, agreed to release it.	and in short order it was given over to a Chubb & Son representative.
3101	Expansion	Bids totaling $475 million were submitted.	Accepted bids ranged from 8% to 8.019%.
3102	Temporal	Mr. Noriega made plans to fly to Washington for a meeting with his counterpart at the Pentagon.	Dade County and federal authorities, learning that he intended to fly through Miami, made plans to arrest him on the gun-running charges as soon as he hit U.S. soil.
3103	Expansion	The problem is that on the vital issue of monetary policy and exchange rates, conservative, free-market economists divide into at least three incompatible camps.	There are the strict monetarists, who believe that floating exchange rates free an economy to stabilize its price level by stabilizing the monetary aggregates.
3104	Contingency	While Utah is not yet a haven for environmentalism, public views toward the environment have significantly improved.	In one of the most conservative, Republican states in the entire nation, the greening of Robert Redford's neighbors is the real story that Mr. Tomsho missed.
3105	Temporal	Prior to a tender offer by A&P for Waldbaum Inc. in 1986, the founder of the Waldbaum's supermarket chain called an elderly relative to tell her to assemble her stock certificates for delivery.	She called her daughter to take her to the bank, who, in turn, persuaded her husband, a Mr. Loeb, to run this errand.
3106	Temporal	fell in early dealings	but recovered to finish at 754, up 5.
3107	Expansion	In fact, much of the buying in blue chips yesterday was a pursuit of companies with lower debt levels.	"In a recent investment letter entitled ""Winners of the `Leverage Wars, ' "" Edward Kerschner, chairman of PaineWebber's investment policy committee, suggested that investors buy stocks of companies that have avoided loading up on debt."
3108	Expansion	According to the Value Line Investment Survey, demand for Nekoosa's commodity paper has weakened, prompting earnings to decline by 6.6% in the third quarter ended Sept. 30.	With discounts widening on business papers, and with newsprint and corrugated shipments flat, we expect negative earnings comparisons through next year.
3109	Comparison	For the nine months, the Morris Township, N.J.-based company, with businesses in aerospace, automotive products and engineered materials, earned $413 million, or $2.77 cents a share, up 15% from $359 million, or $2.40 a share.	Sales eased 0.2% to $8.88 billion from $8.90 billion.
3110	Expansion	It became apparent in hearings that there ought to be regulation of leveraged buy-outs of some sort,	"in the airline business you can be totally laissez-faire because of the high degree of public interest"" at stake."
3111	Temporal	approaching everyone on the street	and asking if they want to be in a docudrama.
3112	Contingency	"At a back-yard barbecue, for example, a friend boasts that she'll only have to pay premiums on her John Hancock policy for seven years and that her death benefits will then be ""guaranteed."	I call her agent, David Dominici.
3113	Expansion	The Soviets held export exhibitions that included high-tech items in New York and West Germany.	Last week, a Soviet delegation came to Japan to push more space technologies.
3114	Temporal	We were oversold	and today we bounced back.
3115	Comparison	Tandy Corp. said it signed a definitive agreement to acquire two units of Datatronic AB of Stockholm for cash.	The amount wasn't disclosed.
3116	Expansion	A Fidelity spokesman in Boston denied the speculation,	the program-trading issue was more of a regulatory problem.
3117	Expansion	It doesn't have to be a disaster.	It just means that Hong Kong would become a less exciting place.
3118	Temporal	dismissed	and succeeded by a confidant of Soviet leader Gorbachev.
3119	Temporal	Betsy Engelken asked the same question earlier this year, when her husband was about to turn 50.	She had an idea.
3120	Comparison	that the company hasn't been able to get the product on the shelves of some mass-merchandise, discount retailers that it had hoped would be carrying the product already.	the film, One Film, is currently carried at about 15,000 retail outlets, including drugstores and supermarkets.
3121	Comparison	Maxicare, which filed for bankruptcy protection March 16, has total debt of $750 million.	The company has promptly paid all its expenses and obligations since March 16,
3122	Comparison	Commentators who agreed on little else unanimously proclaimed a `shift in direction' on the court.	I take these pronouncements, with a grain of salt.
3123	Contingency	Golden Feldman Furs Inc. began retailing aggressively eight years ago,	and now retail sales account for about 20% of gross income.
3124	Temporal	and then the administration watches helplessly,	"wondering where all the ""unexpected"" costs came from."
3125	Expansion	In Michigan, where the state Senate is expected to approve parental-consent legislation by the end of next week, Gov. Blanchard is the principal obstacle for anti-abortionists.	"Susan Rogin, a consultant to abortion-rights activists in the state, takes comfort from the fact that the state's House abortion opponents ""haven't been able to muster the votes to overturn a veto on abortion in 16 years."
3126	Temporal	The Watts mall has annual sales of more than $350 per leasable square foot; the figure for a comparable suburban shopping center would be $200.	Three other Haagen shopping centers in the Watts area are doing almost as well.
3127	Expansion	And he has attached himself to the Lincoln story tenaciously.	Unless the questions are answered, I will keep on going.
3128	Comparison	United's directors voted themselves, and their spouses, lifetime access to the Friendly Skies -- free first-class travel, and $20,000 a year for life as well.	Conceivably, in a scaled-back buy-out, they could be bumped back to coach seats for life.
3129	Temporal	to spin off the remainder of its real estate unit	and to possibly do the same with its mining and energy assets.
3130	Expansion	she didn't want debate in her cabinet;	she wanted strong government.
3131	Comparison	With many rural districts yet to report ballots, election officials estimate support for Christian Democrats fell an average five percentage points statewide.	The left-of-center Social Democrats and the environmental Greens party posted mixed results.
3132	Comparison	As of June 30, it had settled only about 15,000 of the 81,000 received claims from asbestos victims, for an average of $40,424 each.	The average should drop over time, since the most expensive claims are being settled first)
3133	Temporal	Disgusted, I cast around for a different way to plan my asset distribution,	and with hardly any heavy breathing the answer struck me: I was doing it already!
3134	Contingency	the capital-gains reduction plan adopted by the House would not be temporary, but permanent.	I hope that you begin talking about the plan's permanent and, in my view, most beneficial feature -- indexation.
3135	Expansion	The most extensive damage was in small towns near the quake's epicenter, 80 miles south of San Francisco.	Santa Cruz County estimates total damage at nearly $600 million.
3136	Comparison	AIDS dementia is often the most striking aspect of the pediatric syndrome.	For some patients, AZT has restored the ability to ride a bicycle or solve puzzles,
3137	Expansion	The oboist Heinz Holliger has taken a hard line about the problem:	He commissions and splendidly interprets fearsome contemporary scores and does some conducting, so he doesn't have to play the same Mozart and Strauss concertos over and over again.
3138	Expansion	Mr. Cela himself was one of the lucky ones,	his fortunes steadily increasing over the decades he spent putting out some 70 travelogues, novels, short story collections and poetry.
3139	Expansion	COMPARE P/E RATIOS WITH PROSPECTS.	that investors compare price/earnings ratios (the price of a share of stock divided by a company's per-share earnings for a 12-month period) with projected growth rates.
3140	Contingency	to slip six Campaneris cards to the Great Man Himself	to be autographed.
3141	Comparison	On Tuesday afternoon, Kemper told Bear, Stearns & Co., General Electric Co. 's Kidder, Peabody & Co. unit, Morgan Stanley and Oppenheimer & Co. that it will no longer do business with them because of their commitment to index arbitrage,	Kemper officials declined to identify the firms
3142	Comparison	Nomura was attempting to organize the 50 billion-yen ($352 million) borrowing in Japan	most banks refused even to play administrative roles in the new financing, forcing an embarrassed Nomura to postpone it this week.
3143	Expansion	We must not forget, however, that such a humble political experiment could cause a global tidal wave of shocks in real-estate and financial markets.	At the most there is only nine months before the LDP fuse burns out.
3144	Expansion	and adding entertainment for kids.	Vail, Colo., now has a playland that looks like an old mining town;
3145	Temporal	Secretary of State Baker expressed concern that Nicaraguan President Ortega may attempt to use alleged attacks by the U.S.backed Contra rebels as an excuse to scuttle elections scheduled for February.	Ortega had threatened to end a 19-month-old ceasefire.
3146	Expansion	In a suit filed in state court in Manhattan, the American Civil Liberties Union is representing the former maitre'd of the chic Odeon restaurant.	The suit, alleges that the firing of Marcia Trees Levine violated New York state's human-rights law.
3147	Contingency	that the main points of a compromise defense authorization bill, hammered out during a flurry of private meetings over the past few days, provide a face-saving compromise for both the White House and House Democrats.	Although conferees are still putting the finishing touches on the package, the final agreement could be announced as early as tomorrow.
3148	Contingency	Management's total could be reduced,	and the public could get more than the 15% control that had been earmarked for British Air.
3149	Temporal	Rick Sherlund, a Goldman Sachs analyst, has raised his earnings estimates for the company twice in the past two weeks, citing improved margins.	After the earnings were announced, he raised his fiscal 1990 estimate to between $3.80 and $4 a share.
3150	Expansion	Either way, the ghostbusting business is going like gangbusters.	Tales of haunts and horrors are proliferating beyond the nation's Elm Streets and Amityvilles.
3151	Contingency	activists such as Mr. Langton are forming groups to lobby land managers over access issues and undertake education programs to show that the bikes can responsibly share trails.	To fight back,
3152	Expansion	When industries were weak, it protected them.	It gave the Japanese people a value system, based on the rationalization that given the country's lack of natural resources, they must work hard to create value through exports and buy food with the surplus.
3153	Contingency	the pilots were extremely pleased.	This is a blow not only to Eastern but to the creditors committee,
3154	Temporal	Get the problem behind you	and don't look back,
3155	Expansion	On a recent afternoon, Mr. Baker and a reporter go ghost-busting,	visiting Kathleen Stinnett, a Lexington woman who has phoned the University of Kentucky to report mysterious happenings in her house.
3156	Temporal	I couldn't decide if I should come home to Marin, because my house is on stilts.	I decided to brave the storm.
3157	Contingency	it makes sense to have some money in both utilities and gold.	"My outlook is for a decline of about 10% in corporate profits"" in 1990,"
3158	Expansion	They are based on dubious psychological and sociological theories rather than on educational experience.	"One of the reasons American students do so poorly in math tests, as compared with British, French, German or Japanese students, is the influence of the ""New Math"" on American textbooks and teaching methods."
3159	Contingency	Anxious allies of President Mikhail Gorbachev are cautioning media leaders to take it easy, to be careful not to do anything that could be used by Mr. Gorbachev's opponents.	The government is nervous.
3160	Comparison	Those gains came from higher prices, particularly for disposable diapers and tissue products, and from increased sales, primarily for feminine-care products,	Newsprint results continued to be depressed,
3161	Comparison	H&R Block is one of the great success stories of U.S. business.	Oddly enough, this presents a problem for the stock.
3162	Expansion	More than 70,000 people filled a soccer stadium on the outskirts of the black township of Soweto and welcomed freed leaders of the outlawed African National Congress.	It was considered South Africa's largest opposition rally.
3163	Contingency	For Aetna and other insurers, the San Francisco earthquake hit when resources in the field already were stretched.	Most companies still are trying to sort through the wreckage caused by Hurricane Hugo in the Carolinas last month.
3164	Comparison	If they think well of the company through our support of the Bill of Rights, it follows they'll think well of our products.	the Bill of Rights commercial, which trumpets the themes of liberty and freedom of expression, isn't designed to have any special appeal for smokers.
3165	Expansion	the solution to South Africa's racial problems isn't the abolition of apartheid,	it's the perfection of apartheid -- complete and total separation of the races.
3166	Comparison	With a hurricane you know it's coming. You have time to put precautionary mechanisms in place,	A situation like San Francisco is so frightening because there's no warning.
3167	Expansion	The poll points up some inconsistencies between what people say and what they do.	A surprising 78% of people said they exercise regularly, up from 73% in 1981.
3168	Comparison	Bell Atlantic Corp. said it agreed definitively to acquire one of Control Data Corp. 's computer-maintenance businesses.	Terms of the accord weren't disclosed.
3169	Expansion	workers rubbed beeswax instead of polyurethane on the floors in the executive director's office.	To reduce it at the fund's building,
3170	Contingency	they've been shielded the most.	So long as abortion was a question for litigation, not legislation, Republicans could find political security in absolutism.
3171	Expansion	The catastrophe losses sustained by insurers this year will probably be the worst on an inflation-adjusted basis since 1906	that the 1906 San Francisco destruction, on an inflation-adjusted basis, included insured losses of $5.8 billion.
3172	Contingency	The ads featured fences, rocks and pussy-willow buds -- almost anything but the cars themselves.	The ads have generated some laughs but also plenty of attention because they are so unlike any other U.S. auto advertising.
3173	Comparison	The New York City issue included $757 million of tax-exempt bonds priced to yield between 6.50% to 7.88%, depending on the maturity.	The $56 million of New York's taxable general obligation bonds were priced to yield between 9.125% to 9.90%.
3174	Contingency	We certainly do have a lack of liquidity here, and it's something to be concerned about,	I have no reason to think things will get worse, but this market has a knack for surprising us.
3175	Temporal	find an incompetent principal,	toss him out of the building
3176	Contingency	Still, Mr. Utsumi may have a hard time convincing market analysts who have rightly or wrongly believed that the ministry played a role in orchestrating recent moves by Japanese banks.	All week there has been much speculation in financial circles in Tokyo and abroad about the ministry's real position.
3177	Comparison	who are in such a blind hurry for something that may appear to benefit them in the immediate future,	not caring about the long-range implications.
3178	Contingency	It was a busy week for OTC stocks.	Friday's volume totaled 158.2 million shares;
3179	Temporal	Mr. Ousley said it sees good opportunities in systems integration.	Asked how the company hopes to expand its computer hardware business,
3180	Temporal	The United flight-attendants union agreed to negotiations that could lead to the flight attendants contributing concessions to a revived bid in exchange for an ownership stake.	"The pilot union, the only one to support the buy-out thus far, said the flight attendants' decision ""enforces our belief that an all-employee owned airline is practical and achievable."
3181	Comparison	Cautious investors should generally go with stocks that have low betas.	Go with high-beta stocks to get the biggest payoff from a bet on a bull market.
3182	Expansion	Many of Nasdaq's biggest technology stocks were in the forefront of the rally.	Microsoft added 2 1/8 to 81 3/4 and Oracle Systems rose 1 1/2 to 23 1/4.
3183	Temporal	The first models will ship in the spring,	with the largest following in the fall.
3184	Comparison	A similar technique is almost impossible to apply to other crops, such as cotton, soybeans and rice. The male part, the anthers of the plant, and the female, the pistils, of the same plant are within a fraction of an inch or even attached to each other. The anthers in these plants are difficult to clip off.	In China, a great number of workers are engaged in pulling out the male organs of rice plants using tweezers, and one-third of rice produced in that country is grown from hybrid seeds.
3185	Expansion	Infiniti is Nissan's big business move for the 21st century, and we're in no hurry to generate large profits right away,	Despite plans to add two new Infiniti models next year, bringing the total to four, Infiniti won't show profits for at least five years,
3186	Comparison	Yes, my prices are high.	If nobody buys, I bring my prices down.
3187	Comparison	Without the Adobe gain, Apple's full-year operating profit edged up 1.5% to $406 million, or $3.16 a share, from $400.3 million, or $3.08 a share.	Including the Adobe gain, full-year net was $454 million, or $3.53 a share.
3188	Temporal	Among active stocks, MCI Communications rose 7/8 to 43 on 2.2 million shares, Mentor Graphics added 1/8 to 16 3/8 on turnover of 1.5 million shares.	Apple Computer dropped 1 1/8 to 46 1/2 on one million shares.
3189	Comparison	the next night it drew 17.4% of homes.	Then came the earthquake and a damaging delay of 11 days.
3190	Temporal	He also is an entertaining writer, combining wisecracks and wordplay with programmatic detail and lucid explanations of how computers work.	"In ""The Cuckoo's Egg"" (Doubleday, 326 pages, $19.95), he spins a remarkable tale of his efforts over 18 months to catch a computer spy."
3191	Temporal	"By the time a recession is ""official"" much of the damage to stocks has already been done-"	About six months before a recession ends, stocks typically begin to rise again,
3192	Temporal	move into her mansion	and can't keep their hands off each other,
3193	Comparison	In the first scenario, the reserves would be exhausted next year,	and in the second they would be wiped out in 1991.
3194	Contingency	that people are frightened,	The aftershocks of Oct. 13 (when the Dow Jones Industrial Average dropped 190 points) are still reverberating.
3195	Temporal	the commission voted, as expected, to formally object to the accord between Air France, the state-owned airline, and state-controlled domestic carrier Air Inter.	the two companies will be notified so they can begin negotiations with Brussels on how to modify the pact.
3196	Expansion	the research has been largely financed by the National Institute of Health and by university funds,	that the research team had no financial stake in the drug.
3197	Comparison	The New Jersey paper, like the New Haven, Conn., paper, was purchased by Ingersoll on Goodson's behalf as part of the management contract.	that the purchase price for the paper was too high, causing a strain on Goodson's finances.
3198	Contingency	Never mind.	You already know the answer.
3199	Contingency	The Dedham, Mass., couple knew even before Bonnie became pregnant in 1987 that any child of theirs had a 50% chance of being at risk for retinoblastoma,	he carried a damaged gene, having lost an eye to the rare tumor when he was only two months old
3200	Temporal	Manufacturers' shipments rose 0.3% in August following two months of declines.	Inventories fell 0.3% in August.
3201	Temporal	The GM move follows Tuesday's declaration by Ford, which holds an unwelcome 12.45% stake in Jaguar, that it is prepared to bid for the entire company.	GM is close to completing a friendly deal with Jaguar that is likely to involve an eventual 30% stake and joint manufacturing ventures.
3202	Expansion	"The return of pro-investment tax breaks such as those for capital gains and IRAs ""creates more of a mood or a mindset that is helpful for getting better depreciation (write-offs) or investment credits,"	"Corporate lobbyist Charls Walker is planning a spring conference to discuss what tax changes to make to improve ""competitiveness."
3203	Contingency	That is a minimum figure, and I underscore minimum,	It's impossible to put an exact figure on it at this time.
3204	Temporal	Two Mexican college dropouts, not professional art thieves, have been arrested for a 1985 Christmas Eve burglary from the National Museum of Anthropology in Mexico City.	About 140 Mayan, Aztec, Mixtec and Zapotec objects, including some of Mexico's best-known archaeological treasures, were taken.
3205	Contingency	but Congress blinked before it could go to court.	After the HUD and S&L stories broke, some Congressmen began to worry that their influence peddling at executive-branch and independent agencies might some day get them in trouble.
3206	Contingency	East Germany's new leader met with Lutheran Church officials	to discuss a growing opposition movement demanding democratic freedoms.
3207	Temporal	In January, American Medical brought in a new chief executive officer, Richard A. Gilleland, 45,	A few days later, American Medical announced sharply lower earnings, taking charges of $24 million for insurance reserves and canceled real estate leases.
3208	Comparison	Copper has been stuck in a trading range of $1.19 to $1.34.	that if copper falls below the bottom of this range the next significant support level will be about $1.04.
3209	Comparison	For the quarter, earnings were $47 million, or 92 cents a share, including a one-time gain of $5.9 million.	In the year-ago quarter, earnings were $42.9 million, or 93 cents a share.
3210	Contingency	and the military was mobilized	to prevent looting.
3211	Contingency	Wall Street is understandably skeptical.	Through the first nine months of the year, Kidder ranks a distant 10th among underwriters of U.S. stocks and bonds, with a 2.8% market share, up slightly from 2.5% in the year-earlier period, according to Securities Data Co.
3212	Contingency	There are going to be problems with safety	I'm not going to address questions of safety!
3213	Expansion	UAL's stock regained most of an early loss amid speculation one or more investors may challenge the airline's decision to stay independent.	The stock closed down $8.375, at $170, after plunging $33, to $145.
3214	Comparison	most of the improvement occurred in the second half of last year;	since February of this year, unemployment has been steady at around 6.2% of the labor force.
3215	Contingency	UAL's management agreed to reduce the seniority of those pilots in exchange for the support of the United pilot union for the buy-out proposal.	The 220 pilots involved in the suit aren't members of the union.
3216	Comparison	In Sidhpur, it is almost time to sow this year's crop.	Many farmers, too removed to glean psyllium's new sparkle in the West, have decided to plant mustard, fennel, cumin, fenugreek or castor-oil seeds.
3217	Comparison	Despite the proliferation of tourist distractions, Las Vegans haven't forgot that gambling is still what the town is all about.	The days when when the thrust of casinos was all high rollers, with no windows and clocks and lots of red and black decor, are gone,
3218	Comparison	at $11,450, Stanza prices start $749 below the predecessor model yet have a more-powerful engine.	Accord prices start at $12,345.
3219	Temporal	appears on the scene disguised as a friar	and becomes involved in a series of intrigues that has everyone fearing the worst possible outcome until the Duke arranges a last minute reprieve for all concerned.
3220	Contingency	that the latest decisions are having a chilling effect.	It has made people think twice about how they use music and is forcing them to be more circumspect about doing a particular rendition of a song in its most famous form,
3221	Expansion	"Treasury Secretary Nicholas Brady called the 2.5% pace ""good, solid growth,"" although he said he expects the expansion to slow in the fourth quarter."	Inflation is lower than I think people expected it to be, and I think that's good news.
3222	Contingency	got scared	and stayed home.
3223	Expansion	Also in active trading, British Steel fell 1 to 124 as 20 million shares changed hands.	Racal Electric, which traded 11 million shares, declined 12 to 218.
3224	Expansion	But prosecutorial guidelines are effective only if someone at Justice is willing and able to supervise hyperactive prosecutors.	"Judge Sentelle, of the appeals court in Washington, made this point at a Cato Institute conference last week in a remarkable speech titled, ""RICO: The Monster That Ate Jurisprudence."
3225	Comparison	and Pinkerton's was forced to borrow $20 million of subordinated debt.	We wouldn't have had to refinance if a lot of the problems hadn't been there,
3226	Expansion	It's the whole uncertainty about what's happening around us,	If you take away the outside influences, the market itself looks very cheap.
3227	Expansion	"Deciding what constitutes ""terrorism"" can be a legalistic exercise."	"The U.S. defines it as ""premediated, politically motivated violence perpetrated against noncombatant targets by subnational groups or clandestine state agents."
3228	Expansion	Then, in May 1988, Mr. Tisch urgently needed to make a bold statement	to quell rumors that he might sell the network.
3229	Contingency	The baccalaureate bonds seem to be tailor-made for college savers.	Like other zeros, they pay all their interest at maturity, meaning that buyers can time things so that their bonds pay off just when Junior graduates from high school.
3230	Contingency	But when foreign traders tried to do business, they discovered that the eagerness of Chinese trade officials was just a smokescreen.	The suspension of foreign loans has weakened the buying power of China's national trading companies, which are among the country's biggest importers.
3231	Temporal	He savored the humor of his uncombed appearance among these buttoned-up chaps.	Back in Berkeley, he was violently scolded by a left-wing lady friend for consorting with such people.
3232	Contingency	pleaded guilty to one charge of filing a false return	and was fined $5,000 and sentenced to 18 months in prison.
